CHR_A	window_start_bp	window_end_bp	average_R2
11	1390001	1400000	0.022449390620139
11	1400001	1410000	0.0190702459230939
11	1410001	1420000	0.0310094302636364
11	1420001	1430000	0.0101702401450974
11	1430001	1440000	0.0138710136190476
11	1440001	1450000	0.0151722795068395
11	1450001	1460000	0.0162856629067284
11	1460001	1470000	0.015951333210607
11	1470001	1480000	0.0158707949703659
11	1500001	1510000	0.0205032019163121
11	1510001	1520000	0.0143227949008099
11	1520001	1530000	0.0490284722859574
11	1530001	1540000	0.0162668268929715
11	1540001	1550000	0.0144002304313983
11	1550001	1560000	0.0252134244229781
11	1560001	1570000	0.0119830821837288
11	1570001	1580000	0.0210420580400695
11	1580001	1590000	0.0179523505332146
11	1590001	1600000	0.0197013044660227
11	1600001	1610000	0.0181352858820878
11	1610001	1620000	0.0191985330452429
11	1620001	1630000	0.0169106222937795
11	1630001	1640000	0.0139987075099921
11	1640001	1650000	0.0177365252677811
11	1650001	1660000	0.0261358349968612
11	1660001	1670000	0.0147491488079711
11	1670001	1680000	0.0242272102335564
11	1680001	1690000	0.0160489174976229
11	1690001	1700000	0.0132185018099496
11	1700001	1710000	0.0157167882162921
11	1710001	1720000	0.0197606589633635
11	1720001	1730000	0.0155603225449315
11	1730001	1740000	0.0148176082445709
11	1740001	1750000	0.0135051621188732
11	1750001	1760000	0.041585471717853
11	1760001	1770000	0.0168985694306061
11	1770001	1780000	0.0155942888076923
11	1780001	1790000	0.0152003738544353
11	1790001	1800000	0.0196879108674662
11	1800001	1810000	0.015412991584375
11	1810001	1820000	0.005210356158
11	1820001	1830000	0.0107133398117647
11	1830001	1840000	0.0167360041428571
11	1840001	1850000	0.0818351219862963
11	1850001	1860000	1.19349e-05
11	1870001	1880000	0.0227058333333333
11	1890001	1900000	0.0158690449090909
11	1900001	1910000	0.023425395
11	1910001	1920000	0.015914155
11	1920001	1930000	0.0177342581466667
11	1930001	1940000	0.0140338176
11	1940001	1950000	0.0199628533333333
11	1970001	1980000	0.01923420399
11	1980001	1990000	0.00952459358823529
11	1990001	2e+06	0.0115761841372201
11	2000001	2010000	0.0177640434774291
11	2020001	2030000	0.018845098431981
11	2030001	2040000	0.0244660589495994
11	2040001	2050000	0.0186646093571533
11	2050001	2060000	0.0192554174763158
11	2060001	2070000	0.0144863701864198
11	2080001	2090000	0.0478444304795918
11	2100001	2110000	0.0143689176307692
11	2110001	2120000	0.0236849116781132
11	2120001	2130000	0.0176737023232143
11	2130001	2140000	0.0200881681269231
11	2150001	2160000	0.0149926443239691
11	2160001	2170000	0.0226404796562074
11	2170001	2180000	0.0337361971865724
11	2180001	2190000	0.0176778212127995
11	2190001	2200000	0.0164289880149498
11	2200001	2210000	0.0145476076586159
11	2210001	2220000	0.0150328923080103
11	2220001	2230000	0.0204458967036574
11	2230001	2240000	0.0154637726725823
11	2240001	2250000	0.0148181165409612
11	2250001	2260000	0.0393913079408024
11	2260001	2270000	0.0205117708874209
11	2270001	2280000	0.0165067727037275
11	2280001	2290000	0.018309517610346
11	2290001	2300000	0.0276606413001225
11	2300001	2310000	0.0226045711304812
11	2310001	2320000	0.0181551290733088
11	2320001	2330000	0.0148596161401984
11	2330001	2340000	0.0174311560471924
11	2340001	2350000	0.017017280450768
11	2350001	2360000	0.0172071456701709
11	2360001	2370000	0.0141472935980921
11	2370001	2380000	0.0250110950752211
11	2380001	2390000	0.0162005079458974
11	2390001	2400000	0.0189735160211429
11	2400001	2410000	0.021045853082315
11	2410001	2420000	0.0225542683705882
11	2420001	2430000	0.0151245350114414
11	2440001	2450000	0.017104939815
11	2450001	2460000	0.00894793527272727
11	2460001	2470000	0.00827818225208333
11	2470001	2480000	0.0103961049333333
11	2480001	2490000	0.00979038087916667
11	2490001	2500000	0.01665448408
11	2510001	2520000	0.0194594643670787
11	2530001	2540000	0.0151408530571429
11	2540001	2550000	0.0240548721942857
11	2550001	2560000	0.0178294287861111
11	2570001	2580000	0.0264536907443713
11	2600001	2610000	0.0237060303389206
11	2610001	2620000	0.0654170721074599
11	2620001	2630000	0.0266026593133333
11	2630001	2640000	0.0209422625086957
11	2640001	2650000	0.019291103985906
11	2650001	2660000	0.01415913745145
11	2660001	2670000	0.0171198650333333
11	2670001	2680000	0.0129483191310345
11	2680001	2690000	0.0097327512351282
11	2690001	2700000	0.0207838244219512
11	2700001	2710000	0.0122497568461538
11	2710001	2720000	0.0164910307474863
11	2720001	2730000	0.016671007341
11	2730001	2740000	0.0618779382528618
11	2740001	2750000	0.00624202
11	2780001	2790000	0.0152189878148936
11	2790001	2800000	0.0212459769378151
11	2800001	2810000	0.0119156033682927
11	2820001	2830000	0.0285958047402947
11	2850001	2860000	0.00984699
11	2920001	2930000	0.017936271
11	2930001	2940000	0.0170445022222222
11	2940001	2950000	0.0122588888923333
11	2950001	2960000	0.0103507302153846
11	2960001	2970000	0.00608601142857143
11	2990001	3e+06	0.021863955
11	3020001	3030000	0.078102865
11	3030001	3040000	0.0150156003983333
11	3060001	3070000	0.0295273357142857
11	3070001	3080000	0.0002559787
11	3080001	3090000	0.000817017
11	3120001	3130000	0.0103233987577778
11	3130001	3140000	0.0100535037333333
11	3140001	3150000	0.0115944938
11	3160001	3170000	0.0126888366923077
11	3190001	3200000	0.0145818961597778
11	3220001	3230000	0.0142105293888889
11	3240001	3250000	0.114012221142857
11	3320001	3330000	0.0122730166666667
11	3350001	3360000	0.001643
11	3360001	3370000	0.00398151
11	3380001	3390000	0.00957251466666667
11	3390001	3400000	0.0129316859333333
11	3410001	3420000	0.0174883169333333
11	3420001	3430000	0.08588699
11	3430001	3440000	0.03138383
11	3460001	3470000	0.0116277346955556
11	3470001	3480000	0.00015625
11	3580001	3590000	0.0024866
11	3600001	3610000	0.000108966
11	3630001	3640000	0.02533482
11	3650001	3660000	0.227247
11	3710001	3720000	0.00677991733333333
11	3740001	3750000	0.0137537175
11	3780001	3790000	0.0031038625
11	4220001	4230000	0.0627942
11	4280001	4290000	0.009432515
11	4300001	4310000	0.0279015876
11	4330001	4340000	0.00355377633333333
11	4390001	4400000	0.39895683247619
11	4470001	4480000	0.0218218570674194
11	4490001	4500000	0.0178455354285714
11	4500001	4510000	0.0046878046
11	4510001	4520000	0.0485010633311111
11	4610001	4620000	0.0526486978947368
11	4630001	4640000	0.350494
11	4710001	4720000	0.0325157324444444
11	4740001	4750000	0.00772759
11	4760001	4770000	0.160410546666667
11	4900001	4910000	0.0675340503825397
11	4910001	4920000	0.0393796726
11	5150001	5160000	0.022100343
11	5170001	5180000	0.0123521766666667
11	5270001	5280000	0.0319557
11	5440001	5450000	0.0136954036666667
11	5450001	5460000	0.016443288
11	5480001	5490000	0.0199762825294118
11	5510001	5520000	0.017834348
11	5530001	5540000	0.113031394767521
11	5560001	5570000	0.0140288794444444
11	5570001	5580000	0.0078032495
11	5600001	5610000	0.0552121207108333
11	5610001	5620000	0.0160111700945455
11	5650001	5660000	0.0291225744714286
11	5700001	5710000	0.04215724495
11	5720001	5730000	0.0230629
11	5830001	5840000	0.027852561049
11	5890001	5900000	0.0295635413333333
11	5940001	5950000	0.0264235633333333
11	5960001	5970000	0.00209090943571429
11	6000001	6010000	0.461168666666667
11	6110001	6120000	0.00758843666666667
11	6150001	6160000	0.0139093463361789
11	6190001	6200000	0.0140844824854545
11	6200001	6210000	0.0196962220470553
11	6210001	6220000	0.015268667330625
11	6220001	6230000	0.0687312593513514
11	6250001	6260000	0.0280743698751712
11	6260001	6270000	0.00657374956571429
11	6290001	6300000	0.0134480730752193
11	6300001	6310000	0.0138018921943284
11	6320001	6330000	0.0195979302183653
11	6330001	6340000	0.0151556201306897
11	6340001	6350000	0.0111271405168261
11	6350001	6360000	0.0180879710882353
11	6360001	6370000	0.042884737381774
11	6370001	6380000	0.0618336397945479
11	6400001	6410000	0.0149942097187949
11	6410001	6420000	0.0236757053711192
11	6420001	6430000	0.0145395465443382
11	6430001	6440000	0.013754117033038
11	6440001	6450000	0.0252078379615481
11	6450001	6460000	0.0282909058516821
11	6460001	6470000	0.00768725461111111
11	6490001	6500000	0.0186603929128571
11	6510001	6520000	0.0263346170285462
11	6530001	6540000	0.0842914
11	6580001	6590000	0.0348059261705882
11	6610001	6620000	0.0090491
11	6680001	6690000	0.023286033923
11	6690001	6700000	0.0444649902895238
11	6770001	6780000	0.01422957525
11	6790001	6800000	0.0767664975637363
11	6850001	6860000	0.0119267895806452
11	6860001	6870000	0.0172329215746962
11	6870001	6880000	0.0261517781373978
11	6890001	6900000	0.0208307381173913
11	6900001	6910000	0.0125629511347826
11	6910001	6920000	0.0291765146465844
11	6930001	6940000	0.0187136683030303
11	6940001	6950000	0.0168392168441176
11	6960001	6970000	0.0188734786428571
11	6990001	7e+06	0.0468718267805689
11	7000001	7010000	0.0177559690360691
11	7010001	7020000	0.0198061591156863
11	7020001	7030000	0.0118807469913043
11	7040001	7050000	0.0134329412557143
11	7050001	7060000	0.0212716064
11	7060001	7070000	0.0162383927853271
11	7070001	7080000	0.0160208972219595
11	7080001	7090000	0.0147544981941147
11	7090001	7100000	0.01452559447
11	7100001	7110000	0.0127855298904762
11	7120001	7130000	0.014983307420963
11	7130001	7140000	0.0242406325758125
11	7140001	7150000	0.054564673240625
11	7160001	7170000	0.0361737255151515
11	7190001	7200000	0.0110695633333333
11	7220001	7230000	0.0168708998117647
11	7250001	7260000	0.0145962719727407
11	7260001	7270000	0.0258730992507317
11	7280001	7290000	0.0143772063023077
11	7290001	7300000	0.0133211698902439
11	7300001	7310000	0.0169187868085616
11	7310001	7320000	0.0130992631770421
11	7320001	7330000	0.0157464986939407
11	7330001	7340000	0.0125515804511818
11	7370001	7380000	0.0219507649666667
11	7380001	7390000	0.0204351500977778
11	7450001	7460000	0.012715045778125
11	7460001	7470000	0.00779568525
11	7470001	7480000	0.0140570537111111
11	7500001	7510000	0.0213106514225806
11	7520001	7530000	0.0145949786223636
11	7530001	7540000	0.0146106911085714
11	7540001	7550000	0.0252016686666667
11	7580001	7590000	0.01135089292
11	7610001	7620000	0.0194280329830252
11	7620001	7630000	0.0160398247577956
11	7630001	7640000	0.0118824976502299
11	7640001	7650000	0.0062392000974359
11	7650001	7660000	0.0159700407571627
11	7660001	7670000	0.015313623972235
11	7670001	7680000	0.0153267020052614
11	7700001	7710000	0.0121811013584
11	7720001	7730000	0.0191907253206087
11	7730001	7740000	0.0641569743014603
11	7740001	7750000	0.0129094292950526
11	7750001	7760000	0.0118677834428571
11	7770001	7780000	0.191112952380952
11	7890001	7900000	0.0169040523095294
11	7900001	7910000	0.0162110115857977
11	7960001	7970000	0.0138474774631772
11	7970001	7980000	0.0140866417884014
11	7980001	7990000	0.0133930202015385
11	7990001	8e+06	0.0657065713260192
11	8000001	8010000	0.00765463333333333
11	8040001	8050000	0.0113351719333333
11	8070001	8080000	0.0171781043810323
11	8080001	8090000	0.0230100655327273
11	8110001	8120000	0.163865913888889
11	8240001	8250000	0.0250723661686957
11	8250001	8260000	0.018319091255
11	8260001	8270000	0.0513036275757576
11	8310001	8320000	0.011846589173913
11	8320001	8330000	0.01258776
11	8350001	8360000	0.0177872266153846
11	8360001	8370000	0.057343435
11	8410001	8420000	0.0158216883971429
11	8430001	8440000	0.0156387673101648
11	8440001	8450000	0.0186162349443176
11	8450001	8460000	0.0146364432173913
11	8460001	8470000	0.0092243775
11	8510001	8520000	0.0138879850666667
11	8520001	8530000	0.1125507
11	8570001	8580000	0.017496345
11	8660001	8670000	0.0212657683243474
11	8670001	8680000	0.0473163443741015
11	8680001	8690000	0.0359943665270161
11	8690001	8700000	0.0198079926785714
11	8700001	8710000	0.0739766648
11	8720001	8730000	0.0881799515875
11	8730001	8740000	0.0150189423849462
11	8740001	8750000	0.0237564190606061
11	8750001	8760000	0.0273204096311111
11	8990001	9e+06	0.10084875
11	9000001	9010000	0
11	9050001	9060000	0.00783476666666667
11	9070001	9080000	0.013877081125641
11	9110001	9120000	0.0679598619647059
11	9120001	9130000	0.0154671482814815
11	9160001	9170000	0.0132913949333333
11	9170001	9180000	0.020092516
11	9200001	9210000	0.0574468
11	9280001	9290000	0.038980738
11	9360001	9370000	0.0258570944733333
11	9380001	9390000	0.0953583742666667
11	9530001	9540000	0.0254484361666667
11	9670001	9680000	0.0511649302
11	9710001	9720000	0.0111205710847436
11	9720001	9730000	0.0478567399104306
11	9730001	9740000	0.0292247875986813
11	9970001	9980000	0.0486058766666667
11	10040001	10050000	0.0216901039761538
11	10060001	10070000	0.0250711767285714
11	10100001	10110000	0.0207995654285714
11	10150001	10160000	0.0239552323333333
11	10250001	10260000	0.017119091775
11	10310001	10320000	0.0871743101
11	10350001	10360000	0.00304281
11	10390001	10400000	0.000553016
11	10450001	10460000	0.0391110051780822
11	10620001	10630000	0.113409068
11	10910001	10920000	0.306103166666667
11	11190001	11200000	0.852567426900585
11	11260001	11270000	0.0156483862
11	11270001	11280000	0.000889521
11	11460001	11470000	0.111425
11	11820001	11830000	0.0137380819
11	12000001	12010000	0.165822158296296
11	12010001	12020000	0.0430622
11	12140001	12150000	0.000707492
11	12250001	12260000	0.0609738786616848
11	12320001	12330000	0.05930182
11	12420001	12430000	0.04736437425
11	12450001	12460000	0.0110299602352941
11	12480001	12490000	0.0138093966666667
11	12490001	12500000	0.0478603108785714
11	12520001	12530000	0.0321735524222222
11	12540001	12550000	0.002024573
11	12570001	12580000	0.03006042025
11	12620001	12630000	0.0118753863473214
11	12650001	12660000	0.109751659437589
11	12660001	12670000	0.0178416441197368
11	12700001	12710000	0.0356604145653333
11	12710001	12720000	0.0201069903736842
11	12740001	12750000	0.0175025636758824
11	12760001	12770000	0.023655396
11	12770001	12780000	0.032205449406
11	12780001	12790000	0.0163460679675556
11	12790001	12800000	0.0320512918125
11	12850001	12860000	0.0144141315555556
11	12860001	12870000	0.01744316
11	12890001	12900000	0.0229821
11	12990001	1.3e+07	0.00851210361904762
11	13000001	13010000	0.0133377041888889
11	13010001	13020000	0.00731709276
11	13040001	13050000	0.0438406319047619
11	13340001	13350000	0.004149735
11	13380001	13390000	0.147835
11	13450001	13460000	0.229069064968382
11	13700001	13710000	0.182595996662338
11	13730001	13740000	0.0983003
11	13850001	13860000	0.07993015
11	13860001	13870000	0.204951
11	13990001	1.4e+07	0.00137174
11	14050001	14060000	0.0333449264
11	14290001	14300000	0.00942791
11	14310001	14320000	0.0397546851428571
11	14350001	14360000	0.0110015300833333
11	14400001	14410000	0.0211833802280952
11	14440001	14450000	0.0240326739636364
11	14450001	14460000	0.026100701158
11	14460001	14470000	0.016134677
11	14520001	14530000	0.0276180912051852
11	14530001	14540000	0.052215
11	14620001	14630000	0.020707986816037
11	14660001	14670000	0.006977945
11	14670001	14680000	0.000634058
11	14720001	14730000	0.0392059
11	14770001	14780000	0.000336593
11	14860001	14870000	0.0185697400618182
11	14880001	14890000	0.0115536006
11	14910001	14920000	0.0170193903840909
11	14960001	14970000	0.01042484456
11	14980001	14990000	0.0230056
11	15120001	15130000	0.012852436
11	15270001	15280000	0.0126882707070833
11	15320001	15330000	0.00858046
11	15510001	15520000	0.014822
11	15520001	15530000	0.0581431
11	15800001	15810000	0.103722909188889
11	15870001	15880000	0.0209389317727273
11	15880001	15890000	0.0230295249
11	16220001	16230000	0.00991505283333333
11	16300001	16310000	0.059272168404
11	16310001	16320000	0.0180885506666667
11	16340001	16350000	0.0204713257105263
11	16370001	16380000	0.0171684821176471
11	16380001	16390000	0.0302096350311
11	16410001	16420000	0.0148754915
11	16420001	16430000	0.0168907002352941
11	16430001	16440000	0.0197245284444444
11	16480001	16490000	0.0298473951111111
11	16550001	16560000	0.02164789
11	16650001	16660000	0.00324402
11	16960001	16970000	0.022090915
11	17300001	17310000	0.0149225200428571
11	17330001	17340000	0.0319913266666667
11	17500001	17510000	0.118939241666667
11	17600001	17610000	0.0332731
11	17680001	17690000	0.0279353075142857
11	17820001	17830000	0.00274641
11	17900001	17910000	0.0100937788275556
11	17940001	17950000	0.0450551306613636
11	17950001	17960000	0.00389558
11	18000001	18010000	0.00437450659
11	18020001	18030000	0.117188149095238
11	18030001	18040000	0.013339035
11	18060001	18070000	0.126142464
11	18110001	18120000	0.0975793
11	18190001	18200000	0.0143765
11	18280001	18290000	0.03395681197875
11	18310001	18320000	0.0134727721733333
11	18320001	18330000	0.08807321
11	18400001	18410000	0.00510492433333333
11	18440001	18450000	0.0041449131
11	18590001	18600000	0.013958995
11	18630001	18640000	0.00232305
11	18640001	18650000	0.0106293
11	18680001	18690000	0.00584591
11	18720001	18730000	0.0206349231
11	18930001	18940000	0.0180877166666667
11	18940001	18950000	0.0662293749333333
11	19120001	19130000	0.0304155723428571
11	19390001	19400000	0.0107665303714286
11	19400001	19410000	0.0140245636330909
11	19420001	19430000	0.14723403
11	19460001	19470000	0.34662719047619
11	19480001	19490000	0.163106697538462
11	19520001	19530000	0.295626
11	19570001	19580000	0.02163115
11	19580001	19590000	0.0702807
11	19750001	19760000	0.0125585077833333
11	19790001	19800000	0.0249255109866667
11	19800001	19810000	0.207810048
11	19830001	19840000	0.000397614
11	19960001	19970000	0.0579894
11	19970001	19980000	0.0227035706666667
11	19980001	19990000	0.0728450333333333
11	20100001	20110000	0.00933522935
11	20130001	20140000	0.011976697912
11	20160001	20170000	0.0127758
11	20180001	20190000	0.0110760472222222
11	20210001	20220000	0.0459305269342593
11	20240001	20250000	0.0243702982905556
11	20260001	20270000	0.0126182385714286
11	20270001	20280000	0.013696025
11	20280001	20290000	0.0183019
11	20400001	20410000	0.0526788140848029
11	20440001	20450000	0.202868280175882
11	20450001	20460000	0.0201924327777778
11	20470001	20480000	0.313406833333333
11	20600001	20610000	0.00997377443678947
11	20640001	20650000	0.738789222222222
11	20700001	20710000	0.0219025396315789
11	20720001	20730000	0.108109981258333
11	20770001	20780000	2.04611e-05
11	20910001	20920000	0.0743744042857143
11	20980001	20990000	0.0459165184545455
11	20990001	2.1e+07	0.00173623966666667
11	21120001	21130000	0.00609718433333333
11	21170001	21180000	0.0622987534045113
11	21180001	21190000	0.13654251
11	21210001	21220000	0.0504977444444444
11	21240001	21250000	0.433021768661978
11	21260001	21270000	0.0227241828333333
11	21270001	21280000	0.0868089686666667
11	21330001	21340000	0.034575222047037
11	21350001	21360000	0.02996518
11	21380001	21390000	0.089439815
11	21390001	21400000	0.000432692
11	21480001	21490000	0.0190025008272727
11	21490001	21500000	0.211220032727273
