Pop1.x Pop2.x avg_fst pop_key Pop1.y Pop2.y Annotation Mean
E TV 0.0308254 erythrogaster_transitiva erythrogaster transitiva shore_intron NA
E TV 0.0308254 erythrogaster_transitiva erythrogaster transitiva shore_promoter-TSS NA
E TV 0.0308254 erythrogaster_transitiva erythrogaster transitiva shore_TTS NA
R_eu T 0.0149128 rustica.eu_tytleri rustica.eu tytleri avg_dxy 0.00530018
R_eu T 0.0149128 rustica.eu_tytleri rustica.eu tytleri island_exon NA
R_eu T 0.0149128 rustica.eu_tytleri rustica.eu tytleri island_Intergenic NA
R_eu T 0.0149128 rustica.eu_tytleri rustica.eu tytleri island_intron NA
R_eu T 0.0149128 rustica.eu_tytleri rustica.eu tytleri island_promoter-TSS NA
R_eu T 0.0149128 rustica.eu_tytleri rustica.eu tytleri island_TTS NA
R_eu T 0.0149128 rustica.eu_tytleri rustica.eu tytleri opensea_exon 0.0341614944489642
R_eu T 0.0149128 rustica.eu_tytleri rustica.eu tytleri opensea_Intergenic 0.0319829503205694
R_eu T 0.0149128 rustica.eu_tytleri rustica.eu tytleri opensea_intron 0.0325772938718488
R_eu T 0.0149128 rustica.eu_tytleri rustica.eu tytleri opensea_promoter-TSS 0.0323968821290824
R_eu T 0.0149128 rustica.eu_tytleri rustica.eu tytleri opensea_TTS 0.0329703184493376
R_eu T 0.0149128 rustica.eu_tytleri rustica.eu tytleri shore_exon NA
R_eu T 0.0149128 rustica.eu_tytleri rustica.eu tytleri shore_Intergenic NA
R_eu T 0.0149128 rustica.eu_tytleri rustica.eu tytleri shore_intron NA
R_eu T 0.0149128 rustica.eu_tytleri rustica.eu tytleri shore_promoter-TSS NA
R_eu T 0.0149128 rustica.eu_tytleri rustica.eu tytleri shore_TTS NA
R_eu E 0.02238 erythrogaster_rustica.eu erythrogaster rustica.eu avg_dxy 0.00530675
R_eu E 0.02238 erythrogaster_rustica.eu erythrogaster rustica.eu island_exon NA
R_eu E 0.02238 erythrogaster_rustica.eu erythrogaster rustica.eu island_Intergenic NA
R_eu E 0.02238 erythrogaster_rustica.eu erythrogaster rustica.eu island_intron NA
R_eu E 0.02238 erythrogaster_rustica.eu erythrogaster rustica.eu island_promoter-TSS NA
R_eu E 0.02238 erythrogaster_rustica.eu erythrogaster rustica.eu island_TTS NA
R_eu E 0.02238 erythrogaster_rustica.eu erythrogaster rustica.eu opensea_exon 0.0325345452626041
R_eu E 0.02238 erythrogaster_rustica.eu erythrogaster rustica.eu opensea_Intergenic 0.0329190263346874
R_eu E 0.02238 erythrogaster_rustica.eu erythrogaster rustica.eu opensea_intron 0.0326678608028533
R_eu E 0.02238 erythrogaster_rustica.eu erythrogaster rustica.eu opensea_promoter-TSS 0.034224477318754
R_eu E 0.02238 erythrogaster_rustica.eu erythrogaster rustica.eu opensea_TTS 0.032453943229586
R_eu E 0.02238 erythrogaster_rustica.eu erythrogaster rustica.eu shore_exon NA
R_eu E 0.02238 erythrogaster_rustica.eu erythrogaster rustica.eu shore_Intergenic NA
R_eu E 0.02238 erythrogaster_rustica.eu erythrogaster rustica.eu shore_intron NA
R_eu E 0.02238 erythrogaster_rustica.eu erythrogaster rustica.eu shore_promoter-TSS NA
R_eu E 0.02238 erythrogaster_rustica.eu erythrogaster rustica.eu shore_TTS NA
S TV 0.00818202 savignii_transitiva savignii transitiva avg_dxy 0.00465119
S TV 0.00818202 savignii_transitiva savignii transitiva island_exon NA
S TV 0.00818202 savignii_transitiva savignii transitiva island_Intergenic NA
S TV 0.00818202 savignii_transitiva savignii transitiva island_intron NA
S TV 0.00818202 savignii_transitiva savignii transitiva island_promoter-TSS NA
S TV 0.00818202 savignii_transitiva savignii transitiva island_TTS NA
S TV 0.00818202 savignii_transitiva savignii transitiva opensea_exon 0.027558881554734
S TV 0.00818202 savignii_transitiva savignii transitiva opensea_Intergenic 0.0301008408507026
S TV 0.00818202 savignii_transitiva savignii transitiva opensea_intron 0.0301620674105156
S TV 0.00818202 savignii_transitiva savignii transitiva opensea_promoter-TSS 0.0298538360840528
S TV 0.00818202 savignii_transitiva savignii transitiva opensea_TTS 0.0290904377436585
S TV 0.00818202 savignii_transitiva savignii transitiva shore_exon NA
S TV 0.00818202 savignii_transitiva savignii transitiva shore_Intergenic NA
S TV 0.00818202 savignii_transitiva savignii transitiva shore_intron NA
S TV 0.00818202 savignii_transitiva savignii transitiva shore_promoter-TSS NA
S TV 0.00818202 savignii_transitiva savignii transitiva shore_TTS NA
G R_r 0.0281516 gutturalis_rustica.r gutturalis rustica.r avg_dxy 0.00535427
G R_r 0.0281516 gutturalis_rustica.r gutturalis rustica.r island_exon NA
G R_r 0.0281516 gutturalis_rustica.r gutturalis rustica.r island_Intergenic NA
G R_r 0.0281516 gutturalis_rustica.r gutturalis rustica.r island_intron NA
G R_r 0.0281516 gutturalis_rustica.r gutturalis rustica.r island_promoter-TSS NA
G R_r 0.0281516 gutturalis_rustica.r gutturalis rustica.r island_TTS NA
G R_r 0.0281516 gutturalis_rustica.r gutturalis rustica.r opensea_exon 0.0282680776524834
G R_r 0.0281516 gutturalis_rustica.r gutturalis rustica.r opensea_Intergenic 0.0299649334089138
G R_r 0.0281516 gutturalis_rustica.r gutturalis rustica.r opensea_intron 0.0304837252075088
G R_r 0.0281516 gutturalis_rustica.r gutturalis rustica.r opensea_promoter-TSS 0.0295427686290849
G R_r 0.0281516 gutturalis_rustica.r gutturalis rustica.r opensea_TTS 0.0316205798058334
G R_r 0.0281516 gutturalis_rustica.r gutturalis rustica.r shore_exon NA
G R_r 0.0281516 gutturalis_rustica.r gutturalis rustica.r shore_Intergenic NA
G R_r 0.0281516 gutturalis_rustica.r gutturalis rustica.r shore_intron NA
G R_r 0.0281516 gutturalis_rustica.r gutturalis rustica.r shore_promoter-TSS NA
G R_r 0.0281516 gutturalis_rustica.r gutturalis rustica.r shore_TTS NA
G TV 0.0445412 gutturalis_transitiva gutturalis transitiva avg_dxy 0.00493926
G TV 0.0445412 gutturalis_transitiva gutturalis transitiva island_exon NA
G TV 0.0445412 gutturalis_transitiva gutturalis transitiva island_Intergenic NA
G TV 0.0445412 gutturalis_transitiva gutturalis transitiva island_intron NA
G TV 0.0445412 gutturalis_transitiva gutturalis transitiva island_promoter-TSS NA
G TV 0.0445412 gutturalis_transitiva gutturalis transitiva island_TTS NA
G TV 0.0445412 gutturalis_transitiva gutturalis transitiva opensea_exon 0.035730087797062
G TV 0.0445412 gutturalis_transitiva gutturalis transitiva opensea_Intergenic 0.037439023552177
G TV 0.0445412 gutturalis_transitiva gutturalis transitiva opensea_intron 0.0371181911531947
G TV 0.0445412 gutturalis_transitiva gutturalis transitiva opensea_promoter-TSS 0.0352381282714562
G TV 0.0445412 gutturalis_transitiva gutturalis transitiva opensea_TTS 0.0380935670834986
G TV 0.0445412 gutturalis_transitiva gutturalis transitiva shore_exon NA
G TV 0.0445412 gutturalis_transitiva gutturalis transitiva shore_Intergenic NA
G TV 0.0445412 gutturalis_transitiva gutturalis transitiva shore_intron NA
G TV 0.0445412 gutturalis_transitiva gutturalis transitiva shore_promoter-TSS NA
G TV 0.0445412 gutturalis_transitiva gutturalis transitiva shore_TTS NA
R_eu R_r 0.00313036 rustica.eu_rustica.r rustica.eu rustica.r avg_dxy 0.00534451
R_eu R_r 0.00313036 rustica.eu_rustica.r rustica.eu rustica.r island_exon NA
R_eu R_r 0.00313036 rustica.eu_rustica.r rustica.eu rustica.r island_Intergenic NA
R_eu R_r 0.00313036 rustica.eu_rustica.r rustica.eu rustica.r island_intron NA
R_eu R_r 0.00313036 rustica.eu_rustica.r rustica.eu rustica.r island_promoter-TSS NA
R_eu R_r 0.00313036 rustica.eu_rustica.r rustica.eu rustica.r island_TTS NA
R_eu R_r 0.00313036 rustica.eu_rustica.r rustica.eu rustica.r opensea_exon 0.0336775108488044
R_eu R_r 0.00313036 rustica.eu_rustica.r rustica.eu rustica.r opensea_Intergenic 0.0307052914729463
R_eu R_r 0.00313036 rustica.eu_rustica.r rustica.eu rustica.r opensea_intron 0.0313274635791189
R_eu R_r 0.00313036 rustica.eu_rustica.r rustica.eu rustica.r opensea_promoter-TSS 0.0293414721084941
R_eu R_r 0.00313036 rustica.eu_rustica.r rustica.eu rustica.r opensea_TTS 0.0314567674559387
R_eu R_r 0.00313036 rustica.eu_rustica.r rustica.eu rustica.r shore_exon NA
R_eu R_r 0.00313036 rustica.eu_rustica.r rustica.eu rustica.r shore_Intergenic NA
R_eu R_r 0.00313036 rustica.eu_rustica.r rustica.eu rustica.r shore_intron NA
R_eu R_r 0.00313036 rustica.eu_rustica.r rustica.eu rustica.r shore_promoter-TSS NA
R_eu R_r 0.00313036 rustica.eu_rustica.r rustica.eu rustica.r shore_TTS NA
E R_r 0.0175917 erythrogaster_rustica.r erythrogaster rustica.r avg_dxy 0.00527308
E R_r 0.0175917 erythrogaster_rustica.r erythrogaster rustica.r island_exon NA
E R_r 0.0175917 erythrogaster_rustica.r erythrogaster rustica.r island_Intergenic NA
E R_r 0.0175917 erythrogaster_rustica.r erythrogaster rustica.r island_intron NA
E R_r 0.0175917 erythrogaster_rustica.r erythrogaster rustica.r island_promoter-TSS NA
E R_r 0.0175917 erythrogaster_rustica.r erythrogaster rustica.r island_TTS NA
E R_r 0.0175917 erythrogaster_rustica.r erythrogaster rustica.r opensea_exon 0.0318834206602981
E R_r 0.0175917 erythrogaster_rustica.r erythrogaster rustica.r opensea_Intergenic 0.032120678131954
E R_r 0.0175917 erythrogaster_rustica.r erythrogaster rustica.r opensea_intron 0.0313438515175498
E R_r 0.0175917 erythrogaster_rustica.r erythrogaster rustica.r opensea_promoter-TSS 0.030464236664843
E R_r 0.0175917 erythrogaster_rustica.r erythrogaster rustica.r opensea_TTS 0.0312033526754296
E R_r 0.0175917 erythrogaster_rustica.r erythrogaster rustica.r shore_exon NA
E R_r 0.0175917 erythrogaster_rustica.r erythrogaster rustica.r shore_Intergenic NA
E R_r 0.0175917 erythrogaster_rustica.r erythrogaster rustica.r shore_intron NA
E R_r 0.0175917 erythrogaster_rustica.r erythrogaster rustica.r shore_promoter-TSS NA
E R_r 0.0175917 erythrogaster_rustica.r erythrogaster rustica.r shore_TTS NA
R_eu TV 0.0144249 rustica.eu_transitiva rustica.eu transitiva avg_dxy 0.00489893
R_eu TV 0.0144249 rustica.eu_transitiva rustica.eu transitiva island_exon NA
R_eu TV 0.0144249 rustica.eu_transitiva rustica.eu transitiva island_Intergenic NA
R_eu TV 0.0144249 rustica.eu_transitiva rustica.eu transitiva island_intron NA
R_eu TV 0.0144249 rustica.eu_transitiva rustica.eu transitiva island_promoter-TSS NA
R_eu TV 0.0144249 rustica.eu_transitiva rustica.eu transitiva island_TTS NA
R_eu TV 0.0144249 rustica.eu_transitiva rustica.eu transitiva opensea_exon 0.0290959388001676
R_eu TV 0.0144249 rustica.eu_transitiva rustica.eu transitiva opensea_Intergenic 0.029789291781201
R_eu TV 0.0144249 rustica.eu_transitiva rustica.eu transitiva opensea_intron 0.0299378758845297
R_eu TV 0.0144249 rustica.eu_transitiva rustica.eu transitiva opensea_promoter-TSS 0.0286347406444977
R_eu TV 0.0144249 rustica.eu_transitiva rustica.eu transitiva opensea_TTS 0.029506748917501
R_eu TV 0.0144249 rustica.eu_transitiva rustica.eu transitiva shore_exon NA
R_eu TV 0.0144249 rustica.eu_transitiva rustica.eu transitiva shore_Intergenic NA
R_eu TV 0.0144249 rustica.eu_transitiva rustica.eu transitiva shore_intron NA
R_eu TV 0.0144249 rustica.eu_transitiva rustica.eu transitiva shore_promoter-TSS NA
R_eu TV 0.0144249 rustica.eu_transitiva rustica.eu transitiva shore_TTS NA
R_r T 0.0102219 rustica.r_tytleri rustica.r tytleri avg_dxy 0.00526752
R_r T 0.0102219 rustica.r_tytleri rustica.r tytleri island_exon NA
R_r T 0.0102219 rustica.r_tytleri rustica.r tytleri island_Intergenic NA
R_r T 0.0102219 rustica.r_tytleri rustica.r tytleri island_intron NA
R_r T 0.0102219 rustica.r_tytleri rustica.r tytleri island_promoter-TSS NA
R_r T 0.0102219 rustica.r_tytleri rustica.r tytleri island_TTS NA
R_r T 0.0102219 rustica.r_tytleri rustica.r tytleri opensea_exon 0.0249963556289175
R_r T 0.0102219 rustica.r_tytleri rustica.r tytleri opensea_Intergenic 0.026073253893071
R_r T 0.0102219 rustica.r_tytleri rustica.r tytleri opensea_intron 0.0258961033133515
R_r T 0.0102219 rustica.r_tytleri rustica.r tytleri opensea_promoter-TSS 0.025332255996209
R_r T 0.0102219 rustica.r_tytleri rustica.r tytleri opensea_TTS 0.024977072884762
R_r T 0.0102219 rustica.r_tytleri rustica.r tytleri shore_exon NA
R_r T 0.0102219 rustica.r_tytleri rustica.r tytleri shore_Intergenic NA
R_r T 0.0102219 rustica.r_tytleri rustica.r tytleri shore_intron NA
R_r T 0.0102219 rustica.r_tytleri rustica.r tytleri shore_promoter-TSS NA
R_r T 0.0102219 rustica.r_tytleri rustica.r tytleri shore_TTS NA
S R_r 0.0153352 rustica.r_savignii rustica.r savignii avg_dxy 0.00517706
S R_r 0.0153352 rustica.r_savignii rustica.r savignii island_exon NA
S R_r 0.0153352 rustica.r_savignii rustica.r savignii island_Intergenic NA
S R_r 0.0153352 rustica.r_savignii rustica.r savignii island_intron NA
S R_r 0.0153352 rustica.r_savignii rustica.r savignii island_promoter-TSS NA
S R_r 0.0153352 rustica.r_savignii rustica.r savignii island_TTS NA
S R_r 0.0153352 rustica.r_savignii rustica.r savignii opensea_exon 0.0303903044927243
S R_r 0.0153352 rustica.r_savignii rustica.r savignii opensea_Intergenic 0.0304146052422975
S R_r 0.0153352 rustica.r_savignii rustica.r savignii opensea_intron 0.0307980282413278
S R_r 0.0153352 rustica.r_savignii rustica.r savignii opensea_promoter-TSS 0.0298509666689745
S R_r 0.0153352 rustica.r_savignii rustica.r savignii opensea_TTS 0.0298646466245468
S R_r 0.0153352 rustica.r_savignii rustica.r savignii shore_exon NA
S R_r 0.0153352 rustica.r_savignii rustica.r savignii shore_Intergenic NA
S R_r 0.0153352 rustica.r_savignii rustica.r savignii shore_intron NA
S R_r 0.0153352 rustica.r_savignii rustica.r savignii shore_promoter-TSS NA
S R_r 0.0153352 rustica.r_savignii rustica.r savignii shore_TTS NA
R_eu S 0.0155797 rustica.eu_savignii rustica.eu savignii avg_dxy 0.00518389
R_eu S 0.0155797 rustica.eu_savignii rustica.eu savignii island_exon NA
R_eu S 0.0155797 rustica.eu_savignii rustica.eu savignii island_Intergenic NA
R_eu S 0.0155797 rustica.eu_savignii rustica.eu savignii island_intron NA
R_eu S 0.0155797 rustica.eu_savignii rustica.eu savignii island_promoter-TSS NA
R_eu S 0.0155797 rustica.eu_savignii rustica.eu savignii island_TTS NA
R_eu S 0.0155797 rustica.eu_savignii rustica.eu savignii opensea_exon 0.0297671809685301
R_eu S 0.0155797 rustica.eu_savignii rustica.eu savignii opensea_Intergenic 0.0309309887069691
R_eu S 0.0155797 rustica.eu_savignii rustica.eu savignii opensea_intron 0.0309063002532177
R_eu S 0.0155797 rustica.eu_savignii rustica.eu savignii opensea_promoter-TSS 0.0305316105280037
R_eu S 0.0155797 rustica.eu_savignii rustica.eu savignii opensea_TTS 0.0300673281055436
R_eu S 0.0155797 rustica.eu_savignii rustica.eu savignii shore_exon NA
R_eu S 0.0155797 rustica.eu_savignii rustica.eu savignii shore_Intergenic NA
R_eu S 0.0155797 rustica.eu_savignii rustica.eu savignii shore_intron NA
R_eu S 0.0155797 rustica.eu_savignii rustica.eu savignii shore_promoter-TSS NA
R_eu S 0.0155797 rustica.eu_savignii rustica.eu savignii shore_TTS NA
E S 0.033961 erythrogaster_savignii erythrogaster savignii avg_dxy 0.00513986
E S 0.033961 erythrogaster_savignii erythrogaster savignii island_exon NA
E S 0.033961 erythrogaster_savignii erythrogaster savignii island_Intergenic NA
E S 0.033961 erythrogaster_savignii erythrogaster savignii island_intron NA
E S 0.033961 erythrogaster_savignii erythrogaster savignii island_promoter-TSS NA
E S 0.033961 erythrogaster_savignii erythrogaster savignii island_TTS NA
E S 0.033961 erythrogaster_savignii erythrogaster savignii opensea_exon 0.0300993044798602
E S 0.033961 erythrogaster_savignii erythrogaster savignii opensea_Intergenic 0.0329722983542396
E S 0.033961 erythrogaster_savignii erythrogaster savignii opensea_intron 0.0323995692315617
E S 0.033961 erythrogaster_savignii erythrogaster savignii opensea_promoter-TSS 0.0357961316919184
E S 0.033961 erythrogaster_savignii erythrogaster savignii opensea_TTS 0.0309383923418801
E S 0.033961 erythrogaster_savignii erythrogaster savignii shore_exon NA
E S 0.033961 erythrogaster_savignii erythrogaster savignii shore_Intergenic NA
E S 0.033961 erythrogaster_savignii erythrogaster savignii shore_intron NA
E S 0.033961 erythrogaster_savignii erythrogaster savignii shore_promoter-TSS NA
E S 0.033961 erythrogaster_savignii erythrogaster savignii shore_TTS NA
E T 0.0104534 gutturalis_rustica.eu gutturalis rustica.eu avg_dxy 0.00539186
E T 0.0104534 gutturalis_rustica.eu gutturalis rustica.eu island_exon NA
E T 0.0104534 gutturalis_rustica.eu gutturalis rustica.eu island_Intergenic NA
E T 0.0104534 gutturalis_rustica.eu gutturalis rustica.eu island_intron NA
E T 0.0104534 gutturalis_rustica.eu gutturalis rustica.eu island_promoter-TSS NA
E T 0.0104534 gutturalis_rustica.eu gutturalis rustica.eu island_TTS NA
E T 0.0104534 gutturalis_rustica.eu gutturalis rustica.eu opensea_exon 0.0409675513489449
E T 0.0104534 gutturalis_rustica.eu gutturalis rustica.eu opensea_Intergenic 0.0396129785306503
E T 0.0104534 gutturalis_rustica.eu gutturalis rustica.eu opensea_intron 0.0398874904520417
E T 0.0104534 gutturalis_rustica.eu gutturalis rustica.eu opensea_promoter-TSS 0.0377915445329488
E T 0.0104534 gutturalis_rustica.eu gutturalis rustica.eu opensea_TTS 0.0411280896798974
E T 0.0104534 gutturalis_rustica.eu gutturalis rustica.eu shore_exon NA
E T 0.0104534 gutturalis_rustica.eu gutturalis rustica.eu shore_Intergenic NA
E T 0.0104534 gutturalis_rustica.eu gutturalis rustica.eu shore_intron NA
E T 0.0104534 gutturalis_rustica.eu gutturalis rustica.eu shore_promoter-TSS NA
E T 0.0104534 gutturalis_rustica.eu gutturalis rustica.eu shore_TTS NA
R_eu G 0.0322384 erythrogaster_tytleri erythrogaster tytleri avg_dxy 0.00513541
R_eu G 0.0322384 erythrogaster_tytleri erythrogaster tytleri island_exon NA
R_eu G 0.0322384 erythrogaster_tytleri erythrogaster tytleri island_Intergenic NA
R_eu G 0.0322384 erythrogaster_tytleri erythrogaster tytleri island_intron NA
R_eu G 0.0322384 erythrogaster_tytleri erythrogaster tytleri island_promoter-TSS NA
R_eu G 0.0322384 erythrogaster_tytleri erythrogaster tytleri island_TTS NA
R_eu G 0.0322384 erythrogaster_tytleri erythrogaster tytleri opensea_exon 0.0313124888134146
R_eu G 0.0322384 erythrogaster_tytleri erythrogaster tytleri opensea_Intergenic 0.0312859965250439
R_eu G 0.0322384 erythrogaster_tytleri erythrogaster tytleri opensea_intron 0.0307484177337954
R_eu G 0.0322384 erythrogaster_tytleri erythrogaster tytleri opensea_promoter-TSS 0.0312424569952858
R_eu G 0.0322384 erythrogaster_tytleri erythrogaster tytleri opensea_TTS 0.0309610069498816
R_eu G 0.0322384 erythrogaster_tytleri erythrogaster tytleri shore_exon NA
R_eu G 0.0322384 erythrogaster_tytleri erythrogaster tytleri shore_Intergenic NA
R_eu G 0.0322384 erythrogaster_tytleri erythrogaster tytleri shore_intron NA
R_eu G 0.0322384 erythrogaster_tytleri erythrogaster tytleri shore_promoter-TSS NA
R_eu G 0.0322384 erythrogaster_tytleri erythrogaster tytleri shore_TTS NA
TV T 0.0237865 transitiva_tytleri transitiva tytleri avg_dxy 0.00484454
TV T 0.0237865 transitiva_tytleri transitiva tytleri island_exon NA
TV T 0.0237865 transitiva_tytleri transitiva tytleri island_Intergenic NA
TV T 0.0237865 transitiva_tytleri transitiva tytleri island_intron NA
TV T 0.0237865 transitiva_tytleri transitiva tytleri island_promoter-TSS NA
TV T 0.0237865 transitiva_tytleri transitiva tytleri island_TTS NA
TV T 0.0237865 transitiva_tytleri transitiva tytleri opensea_exon 0.0312858026684145
TV T 0.0237865 transitiva_tytleri transitiva tytleri opensea_Intergenic 0.0317001710473183
TV T 0.0237865 transitiva_tytleri transitiva tytleri opensea_intron 0.0317908029645491
TV T 0.0237865 transitiva_tytleri transitiva tytleri opensea_promoter-TSS 0.0308188034326132
TV T 0.0237865 transitiva_tytleri transitiva tytleri opensea_TTS 0.0322447111810541
TV T 0.0237865 transitiva_tytleri transitiva tytleri shore_exon NA
TV T 0.0237865 transitiva_tytleri transitiva tytleri shore_Intergenic NA
TV T 0.0237865 transitiva_tytleri transitiva tytleri shore_intron NA
TV T 0.0237865 transitiva_tytleri transitiva tytleri shore_promoter-TSS NA
TV T 0.0237865 transitiva_tytleri transitiva tytleri shore_TTS NA
G T 0.0204733 gutturalis_tytleri gutturalis tytleri avg_dxy 0.0052086
G T 0.0204733 gutturalis_tytleri gutturalis tytleri island_exon NA
G T 0.0204733 gutturalis_tytleri gutturalis tytleri island_Intergenic NA
G T 0.0204733 gutturalis_tytleri gutturalis tytleri island_intron NA
G T 0.0204733 gutturalis_tytleri gutturalis tytleri island_promoter-TSS NA
G T 0.0204733 gutturalis_tytleri gutturalis tytleri island_TTS NA
G T 0.0204733 gutturalis_tytleri gutturalis tytleri opensea_exon 0.0265985369233561
